<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
TRNFP,D,02/21/17,00:00,186850.0000000,1070
TRNFP,D,02/22/17,00:00,186100.0000000,4695
TRNFP,D,02/24/17,00:00,187000.0000000,4288
TRNFP,D,02/27/17,00:00,185750.0000000,2546
TRNFP,D,02/28/17,00:00,184950.0000000,4846
TRNFP,D,03/01/17,00:00,180600.0000000,4536
TRNFP,D,03/02/17,00:00,179800.0000000,4173
TRNFP,D,03/03/17,00:00,175750.0000000,3079
TRNFP,D,03/06/17,00:00,172450.0000000,4714
TRNFP,D,03/07/17,00:00,174450.0000000,2609
TRNFP,D,03/09/17,00:00,182000.0000000,5442
TRNFP,D,03/10/17,00:00,176700.0000000,5405
TRNFP,D,03/13/17,00:00,177400.0000000,1751
TRNFP,D,03/14/17,00:00,179500.0000000,2152
TRNFP,D,03/15/17,00:00,181250.0000000,2131
TRNFP,D,03/16/17,00:00,179500.0000000,4379
TRNFP,D,03/17/17,00:00,183650.0000000,2051
TRNFP,D,03/20/17,00:00,189000.0000000,2060
TRNFP,D,03/21/17,00:00,195500.0000000,2982
TRNFP,D,03/22/17,00:00,211100.0000000,6562
TRNFP,D,03/23/17,00:00,207000.0000000,3111
TRNFP,D,03/24/17,00:00,199150.0000000,2647
TRNFP,D,03/27/17,00:00,187750.0000000,2734
TRNFP,D,03/28/17,00:00,183750.0000000,3606
TRNFP,D,03/29/17,00:00,174800.0000000,5932
TRNFP,D,03/30/17,00:00,176500.0000000,3337
TRNFP,D,03/31/17,00:00,173200.0000000,3836
TRNFP,D,04/03/17,00:00,173300.0000000,1963
TRNFP,D,04/04/17,00:00,177900.0000000,3036
TRNFP,D,04/05/17,00:00,182000.0000000,4811
TRNFP,D,04/06/17,00:00,176000.0000000,4304
TRNFP,D,04/07/17,00:00,174000.0000000,2339
TRNFP,D,04/10/17,00:00,171500.0000000,1368
TRNFP,D,04/11/17,00:00,172700.0000000,1782
TRNFP,D,04/12/17,00:00,171500.0000000,2287
TRNFP,D,04/13/17,00:00,173500.0000000,4465
TRNFP,D,04/14/17,00:00,171150.0000000,682
TRNFP,D,04/17/17,00:00,172900.0000000,872
TRNFP,D,04/18/17,00:00,174300.0000000,1460
TRNFP,D,04/19/17,00:00,174400.0000000,2984
TRNFP,D,04/20/17,00:00,181050.0000000,5592
